S001,10

S002,12

S003,11

S004,11

S005,8

S006,8

S007,12

S008,14

S009,12

S010,2

S011,9

S012,9

S013,2

S014,4

S015,8

S016,10

S017,1

S018,10

S019,10

S020,9

S021,1

S022,8

S023,14

S024,8

S025,8

S026,1

S027,5

S028,6

S029,8

S030,8

S031,3

S032,5

S033,10

S034,8

S035,10

S036,8

S037,8

S038,5

S039,9

S040,7

S041,8

S042,11

S043,10

S044,8

S045,7

S046,6

S047,4

S048,4

S049,8

S050,9

S051,4

S052,12

S053,8

S054,11

S055,6

S056,10

S057,8

S058,10

S059,5

S060,8

S061,5

S062,6

S063,3

S064,9

S065,6

S066,11

S067,10

S068,7

S069,12

S070,2

S071,6

S072,13

S073,9

S074,4

S075,9

S076,8

S077,9

S078,12

S079,3

S080,5

S081,10

S082,1

S083,6

S084,6

S085,7

S086,5

S087,7

S088,8

S089,7

S090,3

S091,7

S092,10

S093,10

S094,9

S095,8

S096,8

S097,4

S098,10

S099,9

S100,8

S101,9

S102,12

S103,5

S104,5

S105,9

S106,7

S107,6

S108,10

S109,3

S110,10

S111,7

S112,5

S113,7

S114,8

S115,9

S116,3

S117,11

S118,7

S119,7

S120,4

S121,12

S122,6

S123,6

S124,4

S125,5

S126,12

S127,8

S128,10

S129,8

S130,8

S131,6

S132,6

S133,5

S134,4

S135,8

S136,14

S137,4

S138,6

S139,0

S140,8

S141,8

S142,9

S143,8

S144,8

S145,9

S146,4

S147,9

S148,9

S149,4

S150,6

S151,9

S152,6

S153,6

S154,9

S155,9

S156,9

S157,8

S158,11

S159,3

S160,4

S161,4

S162,8

S163,2

S164,8

S165,8

S166,4

S167,8

S168,8

S169,6

S170,9

S171,11

S172,13

S173,7

S174,10

S175,5

S176,9

S177,7

S178,9

S179,0

S180,6

S181,6

S182,4

S183,9

S184,4

S185,9

S186,3

S187,9

S188,4

S189,3

S190,9

S191,5

S192,9

S193,2

S194,8

S195,2

S196,2

S197,10

S198,9

S199,6

S200,8

S201,13

S202,4

S203,1

S204,6

S205,6

S206,5

S207,6

S208,4

S209,10

S210,5

S211,7

S212,2

S213,14

S214,9

S215,8

S216,0

S217,6

S218,10

S219,12

S220,6

S221,5

S222,3

S223,11

S224,7

S225,8

S226,10

S227,7

S228,5

S229,9

S230,8

S231,2

S232,7

S233,6

S234,7

S235,11

S236,7

S237,7

S238,6

S239,6

S240,3

S241,4

S242,9

S243,4

S244,7

S245,10

S246,3

S247,7

S248,8

S249,5

S250,8

S251,2

S252,6

S253,9

S254,1

S255,14

S256,9

S257,2

S258,5

S259,3

S260,6

S261,6

S262,7

S263,9

S264,7

S265,9

S266,3

S267,6

S268,10

S269,10

S270,10

S271,4

S272,6

S273,5

S274,5

S275,10

S276,12

S277,7

S278,7

S279,4

S280,10

S281,7

S282,6

S283,4

S284,8

S285,8

S286,10

S287,5

S288,6

S289,13

S290,10

S291,5

S292,5

S293,9

S294,8

S295,11

S296,7

S297,4

S298,5

S299,7

S300,8

S301,2

S302,9

S303,5

S304,11

S305,9

S306,5

S307,9

S308,7

S309,8

S310,8

S311,9

S312,9

S313,7

S314,6

S315,4

S316,6

S317,2

S318,2

S319,12

S320,4

S321,8

S322,5

S323,7

S324,6

S325,10

S326,5

S327,6

S328,11

S329,8

S330,6

S331,4

S332,7

S333,6

S334,7

S335,8

S336,9

S337,4

S338,4

S339,5

S340,9

S341,3

S342,8

S343,8

S344,6

S345,6

S346,4

S347,11

S348,8

S349,9

S350,8

S351,4

S352,9

S353,7

S354,7

S355,6

S356,7

S357,9

S358,7

S359,1

S360,9

S361,6

S362,10

S363,4

S364,5

S365,9

S366,7

S367,9

S368,5

S369,6

S370,9

S371,6

S372,6

S373,8

