S001,4

S002,5

S003,1

S004,5

S005,6

S006,2

S007,2

S008,3

S009,4

S010,5

S011,3

S012,4

S013,5

S014,4

S015,6

S016,0

S017,3

S018,5

S019,1

S020,6

S021,1

S022,4

S023,4

S024,5

S025,3

S026,4

S027,3

S028,6

S029,3

S030,3

S031,1

S032,3

S033,6

S034,5

S035,6

S036,6

S037,4

S038,5

S039,5

S040,4

S041,5

S042,4

S043,5

S044,4

S045,6

S046,4

S047,6

S048,5

S049,4

S050,6

S051,2

S052,5

S053,6

S054,5

S055,6

S056,6

S057,2

S058,3

S059,6

S060,6

S061,4

S062,4

S063,6

S064,5

S065,3

S066,4

S067,5

S068,6

S069,3

S070,6

S071,5

S072,6

S073,4

S074,3

S075,5

S076,5

S077,4

S078,3

S079,6

S080,6

S081,5

S082,6

S083,4

S084,6

S085,5

S086,3

S087,5

S088,4

S089,3

S090,4

S091,5

S092,6

S093,5

S094,4

S095,5

S096,6

S097,5

S098,5

S099,5

S100,5

S101,6

S102,6

S103,5

S104,6

S105,6

S106,6

S107,5

S108,5

S109,3

S110,3

S111,4

S112,6

S113,6

S114,5

S115,5

S116,4

S117,5

S118,4

S119,6

S120,5

S121,6

S122,6

S123,6

S124,5

S125,7

S126,5

S127,7

S128,6

S129,5

S130,4

S131,6

S132,6

S133,5

S134,6

S135,6

S136,5

S137,7

S138,6

S139,6

S140,4

S141,6

S142,0

S143,6

S144,4

S145,6

S146,5

S147,6

S148,3

S149,4

S150,6

S151,4

S152,6

S153,5

S154,6

S155,6

S156,5

S157,4

S158,5

S159,5

S160,3

S161,7

S162,6

S163,5

S164,5

S165,5

S166,7

S167,4

S168,2

S169,3

S170,6

S171,5

S172,6

S173,6

S174,6

S175,1

S176,6

S177,6

S178,6

S179,6

S180,7

S181,3

S182,2

S183,6

S184,6

S185,5

S186,4

S187,5

S188,6

S189,6

S190,6

S191,4

S192,5

S193,6

S194,6

S195,6

S196,5

S197,6

S198,6

S199,5

S200,5

S201,6

S202,7

S203,6

S204,4

S205,6

S206,6

S207,6

S208,5

S209,5

S210,5

S211,5

S212,6

S213,7

S214,6

S215,6

S216,6

S217,6

S218,6

S219,5

S220,3

S221,5

S222,5

S223,6

S224,5

S225,5

S226,2

S227,5

S228,4

S229,6

S230,6

S231,2

S232,6

S233,5

S234,6

S235,4

S236,5

S237,6

S238,6

S239,5

S240,7

S241,4

S242,6

S243,6

S244,6

S245,5

S246,5

S247,2

S248,4

S249,3

S250,5

S251,6

S252,5

S253,5

S254,5

S255,6

S256,5

S257,4

S258,4

S259,3

S260,6

S261,5

S262,3

S263,6

S264,6

S265,5

S266,2

S267,5

S268,6

S269,7

S270,6

S271,5

S272,3

S273,4

S274,5

S275,6

S276,5

S277,3

S278,0

S279,5

S280,6

S281,4

S282,6

S283,6

S284,5

S285,5

S286,6

S287,6

S288,5

S289,6

S290,6

S291,5

S292,7

S293,5

S294,4

S295,6

S296,3

S297,6

S298,6

S299,2

S300,6

S301,5

S302,4

S303,3

S304,3

S305,5

S306,6

S307,5

S308,5

S309,6

S310,2

S311,5

S312,2

S313,4

S314,7

S315,3

S316,5

S317,7

S318,6

S319,6

S320,6

S321,5

S322,4

S323,6

S324,4

S325,5

S326,5

S327,6

S328,5

S329,5

S330,5

S331,6

S332,0

S333,6

S334,6

S335,4

S336,3

S337,0

S338,6

S339,6

S340,6

S341,6

S342,5

S343,6

S344,5

S345,7

S346,2

S347,3

S348,6

S349,5

S350,5

S351,5

S352,6

S353,5

S354,4

S355,5

S356,6

S357,4

S358,4

S359,4

S360,5

S361,2

S362,6

S363,6

S364,2

S365,5

S366,6

S367,6

S368,5

S369,6

S370,4

S371,6

S372,5

S373,5

S374,3

S375,3

S376,6

S377,6

S378,3

S379,6

S380,4

S381,6

S382,5

S383,5

S384,6

S385,6

S386,5

S387,5

S388,7

S389,4

S390,4

S391,3

S392,5

S393,3

S394,2

S395,5

S396,4

S397,3

S398,6

S399,6

S400,0

S401,4

S402,5

S403,7

S404,6

S405,6

S406,3

S407,4

S408,7

S409,5

S410,5

S411,7

S412,4

S413,6

S414,4

S415,2

S416,5

S417,5

S418,6

S419,5

S420,3

S421,2

S422,5

S423,6

S424,0

S425,6

S426,6

S427,4

S428,6

S429,6

S430,6

S431,6

S432,6

S433,6

S434,4

S435,6

S436,5

S437,5

S438,6

S439,7

S440,6

S441,5

S442,1

S443,6

S444,5

S445,5

S446,4

S447,6

S448,6

S449,5

S450,3

S451,6

S452,5

S453,5

S454,5

S455,5

S456,4

S457,4

S458,6

S459,6

S460,6

S461,7

S462,7

S463,6

S464,4

S465,3

S466,5

S467,4

S468,6

S469,6

S470,4

S471,4

S472,5

S473,6

S474,5

S475,5

S476,4

S477,6

S478,4

S479,5

S480,5

S481,5

S482,5

S483,5

S484,5

S485,6

S486,6

S487,5

S488,5

S489,4

S490,6

S491,5

S492,5

S493,5

S494,3

S495,6

S496,6

S497,3

S498,6

