S596,4

S597,7

S598,8

S599,4

S600,5

S601,5

S602,1

S603,7

S604,6

S605,8

S606,6

S607,11

S608,10

S609,7

S610,6

S611,6

S612,4

S613,10

S614,8

S615,4

S616,7

S617,6

S618,6

S619,8

S620,4

S621,5

S622,6

S623,4

S624,8

S625,7

S626,7

S627,7

S628,2

S629,2

S630,7

S631,2

S632,7

S633,4

S634,6

S635,3

S636,3

S637,7

S638,6

S639,8

S640,8

S641,5

S642,4

S643,9

S644,3

S645,1

S646,7

S647,8

S648,7

S649,6

S650,3

S651,5

S652,8

S653,8

S654,6

S655,5

S656,5

S657,7

S658,5

S659,6

S660,7

S661,5

S662,5

S663,6

S664,2

S665,1

S666,6

S667,8

S668,5

S669,8

S670,2

S671,3

S672,3

S673,0

S674,5

S675,6

S676,3

S677,6

S678,8

S679,8

S680,4

S681,7

S682,5

S683,8

S684,5

S685,3

S686,5

S687,4

S688,9

S689,9

S690,2

S691,5

S692,7

S693,8

S694,9

S695,7

S696,6

S697,1

S698,5

S699,4

S700,5

S701,9

S702,2

S703,8

S704,8

S705,4

S706,9

S707,8

S708,5

S709,6

S710,6

S711,8

S712,9

S713,6

S714,5

S715,6

S716,3

S717,5

S718,6

S719,7

S720,2

S721,6

S722,6

S723,7

S724,5

S725,5

S726,5

S727,10

S728,7

S729,8

S730,7

S731,8

S732,8

S733,10

S734,2

S735,6

S736,7

S737,6

S738,3

S739,6

S740,6

S741,7

S742,7

S743,11

S744,5

S745,5

S746,2

S747,4

S748,5

S749,6

S750,0

S751,6

S752,6

S753,7

S754,5

S755,5

S756,6

S757,6

S758,6

S759,9

S760,3

S761,7

S762,6

S763,1

S764,6

S765,5

S766,7

S767,7

S768,5

S769,10

S770,12

S771,5

S772,6

S773,4

S774,7

S775,5

S776,7

S777,6

S778,7

S779,5

S780,6

S781,7

S782,3

S783,6

S784,6

S785,6

S786,7

S787,5

S788,7

S789,4

S790,8

S791,4

S792,6

S793,5

S794,5

S795,2

S796,4

S797,9

S798,6

S799,3

S800,5

S801,11

S802,7

S803,7

S804,6

S805,0

S806,2

S807,7

S808,4

S809,4

S810,1

S811,3

S812,7

S813,5

S814,3

S815,7

S816,4

S817,5

S818,6

S819,9

S820,6

S821,9

S822,5

S823,5

S824,7

S825,7

S826,7

S827,6

S828,1

S829,6

S830,2

S831,6

S832,4

S833,7

S834,5

S835,6

S836,6

S837,1

S838,3

S839,5

S840,4

S841,7

S842,12

S843,3

S844,4

S845,9

S846,6

S847,3

S848,8

S849,4

S850,3

S851,6

S852,8

S853,4

S854,7

S855,5

S856,5

S857,5

S858,3

S859,5

S860,5

S861,7

S862,3

S863,5

S864,5

S865,8

S866,2

S867,6

S868,5

S869,6

S870,6

S871,7

S872,7

S873,6

S874,9

S875,5

S876,6

S877,8

S878,6

S879,6

S880,4

S881,5

S882,6

S883,5

S884,8

S885,9

S886,6

S887,4

S888,6

S889,9

S890,6

S891,7

S892,10

S893,5

S894,9

S895,5

S896,11

S897,5

S898,1

S899,8

S900,6

S901,5

S902,7

S903,9

S904,8

S905,7

S906,2

S907,5

S908,12

S909,6

S910,5

S911,3

S912,6

S913,7

S914,9

S915,3

S916,6

S917,7

S918,11

S919,6

S920,7

S921,6

S922,6

S923,12

S924,7

S925,5

S926,7

S927,4

S928,6

S929,6

S930,2

S931,6

S932,3

S933,2

S934,6

S935,5

S936,9

S937,5

S938,7

S939,6

S940,8

S941,7

S942,5

S943,6

S944,7

S945,8

S946,8

S947,4

S948,7

S949,6

S950,7

S951,6

S952,7

S953,0

S954,6

S955,4

S956,5

S957,8

S958,7

S959,9

S960,8

S961,5

S962,10

S963,5

S964,6

S965,6

S966,5

S967,5

S968,6

S969,7

S970,7

S971,5

S972,7

S973,5

S974,5

S975,4

S976,6

S977,8

S978,9

S979,8

S980,6

S981,6

S982,10

S983,5

S984,7

S985,5

S986,5

S987,6

S988,5

S989,7

S990,5

S991,5

S992,6

S993,3

S994,9

S995,7

S996,7

S997,2

S998,8

S999,7

S1000,6
